date,temperature,precipitation,wind_speed,weather_state
2025-05-21,11.1,0.6,11.7,cloudy
2025-05-22,9.3,3.7,13.3,cloudy
2025-05-23,10.1,1.0,8.6,cloudy
2025-05-24,11.5,4.8,7.9,cloudy
2025-05-25,13.3,4.6,9.2,cloudy
2025-05-26,13.2,0.7,8.8,cloudy
2025-05-27,12.9,2.7,9.5,cloudy
2025-05-28,11.9,0.2,6.9,cloudy
2025-05-29,12.9,5.3,7.4,rainy
2025-05-30,14.0,0.0,8.7,cloudy
2025-05-31,14.3,0.0,3.5,partly_cloudy
2025-06-01,15.4,0.0,7.0,cloudy
2025-06-02,13.6,0.2,7.1,cloudy
2025-06-03,15.1,0.2,7.9,cloudy
2025-06-04,14.6,0.2,8.6,cloudy
2025-06-05,14.6,17.2,7.8,rainy
2025-06-06,13.8,2.1,10.8,cloudy
2025-06-07,13.2,0.9,4.3,cloudy
2025-06-08,13.0,0.7,7.3,cloudy
2025-06-09,13.0,3.5,7.9,cloudy
2025-06-10,13.3,4.8,10.4,cloudy
2025-06-11,12.9,0.0,9.0,cloudy
2025-06-12,15.5,0.0,5.7,cloudy
2025-06-13,17.5,0.0,9.0,cloudy
2025-06-14,19.9,1.4,6.8,cloudy
2025-06-15,16.3,0.5,5.6,cloudy
2025-06-16,15.0,0.0,7.9,cloudy
2025-06-17,16.3,0.0,7.2,cloudy
2025-06-18,15.8,0.0,7.1,cloudy
2025-06-19,14.6,0.0,10.2,cloudy
2025-06-20,14.5,0.0,5.0,cloudy
2025-06-21,18.2,0.0,3.8,partly_cloudy
2025-06-22,19.7,2.5,5.5,cloudy
2025-06-23,16.0,2.6,10.8,cloudy
2025-06-24,15.5,1.8,11.6,cloudy
2025-06-25,16.0,0.0,7.8,cloudy
2025-06-26,16.2,8.5,4.5,rainy
2025-06-27,16.6,0.0,9.4,cloudy
2025-06-28,18.1,0.0,9.1,cloudy
2025-06-29,17.0,0.0,9.2,cloudy
2025-06-30,17.1,0.0,4.3,cloudy
2025-07-01,21.9,0.5,4.5,sunny
2025-07-02,20.4,0.8,5.4,sunny
2025-07-03,15.9,0.0,10.1,cloudy
2025-07-04,17.0,3.3,8.2,cloudy
2025-07-05,17.0,4.2,10.6,cloudy
2025-07-06,17.7,0.0,6.4,cloudy
2025-07-07,16.2,0.7,7.9,cloudy
2025-07-08,16.4,0.1,9.7,cloudy
2025-07-09,16.2,0.0,7.1,cloudy
2025-07-10,16.9,0.0,6.3,cloudy
2025-07-11,17.4,0.0,6.9,cloudy
2025-07-12,19.6,0.2,6.6,cloudy
2025-07-13,18.3,0.4,6.0,cloudy
2025-07-14,19.1,0.0,3.5,partly_cloudy
2025-07-15,17.9,0.1,6.3,cloudy
2025-07-16,17.7,10.9,4.6,rainy
2025-07-17,18.3,0.4,7.5,cloudy
2025-07-18,18.2,0.0,3.3,partly_cloudy
2025-07-19,21.0,0.0,3.7,sunny
2025-07-20,22.6,0.5,6.6,cloudy
2025-07-21,20.2,0.0,3.5,sunny
2025-07-22,17.9,17.9,6.6,rainy
2025-07-23,19.7,0.0,8.1,cloudy
2025-07-24,20.1,0.0,6.1,cloudy
2025-07-25,18.3,0.0,7.6,cloudy
2025-07-26,19.1,0.0,5.5,cloudy
2025-07-27,18.5,0.0,7.1,cloudy
2025-07-28,18.1,0.4,7.8,cloudy
2025-07-29,17.1,27.8,9.8,rainy
2025-07-30,16.3,37.6,11.0,rainy
2025-07-31,17.7,1.2,7.6,cloudy
2025-08-01,17.9,0.3,6.9,cloudy
2025-08-02,17.8,30.1,7.0,rainy
2025-08-03,16.1,8.9,10.3,rainy
2025-08-04,17.5,5.6,9.4,rainy
2025-08-05,16.7,2.7,11.4,cloudy
2025-08-06,16.2,0.1,9.5,cloudy
2025-08-07,17.7,0.0,6.6,cloudy
2025-08-08,18.1,0.5,5.6,cloudy
2025-08-09,18.1,0.0,5.7,cloudy
2025-08-10,17.3,0.0,7.3,cloudy
2025-08-11,17.1,0.0,4.6,cloudy
2025-08-12,19.2,0.0,3.6,partly_cloudy
2025-08-13,21.5,0.0,6.5,cloudy
2025-08-14,21.3,5.5,4.6,rainy
2025-08-15,18.7,0.0,6.6,cloudy
2025-08-16,16.4,0.0,11.8,cloudy
2025-08-17,17.6,0.0,6.1,cloudy
2025-08-18,18.3,0.0,3.7,partly_cloudy
2025-08-19,16.4,0.0,6.7,cloudy
2025-08-20,17.5,0.0,5.7,cloudy
2025-08-21,15.5,0.2,8.8,cloudy
2025-08-22,15.1,2.1,11.6,cloudy
2025-08-23,15.1,0.0,10.4,cloudy
2025-08-24,15.3,0.0,9.5,cloudy
2025-08-25,16.0,0.0,7.1,cloudy
2025-08-26,17.6,0.0,4.6,cloudy
2025-08-27,18.4,0.0,6.1,cloudy
2025-08-28,18.6,3.9,4.3,cloudy
2025-08-29,18.4,2.8,5.2,cloudy
2025-08-30,18.2,0.3,6.5,cloudy
2025-08-31,18.1,0.0,7.2,cloudy
2025-09-01,16.9,15.6,4.5,rainy
2025-09-02,17.5,0.0,6.4,cloudy
2025-09-03,18.4,0.0,10.4,cloudy
2025-09-04,18.8,1.2,8.1,cloudy
2025-09-05,17.7,0.0,6.1,cloudy
2025-09-06,16.7,0.0,3.4,partly_cloudy
2025-09-07,17.9,0.0,7.5,cloudy
2025-09-08,18.1,0.2,6.4,cloudy
2025-09-09,18.4,0.0,2.8,partly_cloudy
2025-09-10,17.0,0.0,3.9,partly_cloudy
2025-09-11,15.9,24.9,8.2,rainy
2025-09-12,14.4,12.9,8.3,rainy
2025-09-13,15.3,3.1,9.7,cloudy
2025-09-14,15.4,7.6,6.1,rainy
2025-09-15,15.2,11.2,12.6,rainy
2025-09-16,15.7,1.3,12.2,cloudy
2025-09-17,15.8,3.0,10.0,cloudy
2025-09-18,18.0,0.0,9.0,cloudy
2025-09-19,18.0,0.0,8.0,cloudy
2025-09-20,17.9,7.5,6.9,rainy
2025-09-21,15.3,4.0,11.9,cloudy
2025-09-22,13.0,1.5,10.1,cloudy
2025-09-23,13.0,0.0,4.9,cloudy
2025-09-24,12.9,0.0,5.0,cloudy
2025-09-25,12.9,0.0,6.4,cloudy
2025-09-26,12.9,0.0,8.4,cloudy
2025-09-27,13.7,0.0,7.5,cloudy
2025-09-28,14.4,0.0,5.4,cloudy
2025-09-29,13.2,0.0,4.8,cloudy
2025-09-30,12.6,0.0,5.7,cloudy
2025-10-01,11.2,0.0,6.1,cloudy
2025-10-02,11.3,0.0,7.0,cloudy
2025-10-03,11.4,19.2,10.9,rainy
2025-10-04,11.5,14.7,11.8,rainy
2025-10-05,12.5,4.4,14.3,stormy
2025-10-06,13.8,0.7,8.6,cloudy
2025-10-07,14.5,0.4,5.1,cloudy
2025-10-08,14.0,0.3,5.4,cloudy
2025-10-09,13.3,0.3,6.7,cloudy
2025-10-10,14.3,0.0,9.1,cloudy
2025-10-11,13.7,0.1,8.7,cloudy
2025-10-12,14.0,0.0,7.9,cloudy
2025-10-13,12.5,0.1,3.8,partly_cloudy
2025-10-14,13.0,0.4,6.4,cloudy
2025-10-15,12.9,0.1,7.7,cloudy
2025-10-16,13.4,0.3,10.4,cloudy
2025-10-17,10.2,0.0,10.2,cloudy
2025-10-18,7.6,0.0,3.6,partly_cloudy
2025-10-19,7.8,0.0,8.0,cloudy
2025-10-20,8.4,2.5,8.4,cloudy
2025-10-21,11.9,10.4,9.0,rainy
2025-10-22,12.2,1.3,6.4,cloudy
2025-10-23,11.1,10.4,7.4,rainy
2025-10-24,11.3,12.2,12.8,rainy
2025-10-25,10.8,14.0,12.2,rainy
2025-10-26,10.4,18.5,12.1,rainy
2025-10-27,9.1,9.3,7.9,rainy
2025-10-28,9.3,14.7,8.2,rainy
2025-10-29,11.3,25.8,9.7,rainy
2025-10-30,10.8,0.4,8.6,cloudy
2025-10-31,9.8,0.2,6.9,cloudy
